Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:24:34.777000,STR,18,0 days 00:01:28.674000,49.0,3.0,,,0 days 00:00:29.481000,0 days 00:00:23.740000,0 days 00:00:35.453000,0 days 01:23:35.582000,0 days 01:23:59.322000,0 days 01:24:34.775000,,293.0,285.0,293.0,True,ULTRASOFT,20.0,True,Williams,0 days 01:23:06.103000,2018-03-25 06:29:17.284,1,14.0,False,,False,True
0 days 01:26:04.076000,STR,18,0 days 00:01:29.299000,50.0,3.0,,,0 days 00:00:29.886000,0 days 00:00:23.876000,0 days 00:00:35.537000,0 days 01:25:04.661000,0 days 01:25:28.537000,0 days 01:26:04.074000,273.0,295.0,292.0,,False,ULTRASOFT,21.0,True,Williams,0 days 01:24:34.777000,2018-03-25 06:30:45.958,1,14.0,False,,False,True
0 days 01:27:33.307000,STR,18,0 days 00:01:29.231000,51.0,3.0,,,0 days 00:00:29.734000,0 days 00:00:23.754000,0 days 00:00:35.743000,0 days 01:26:33.808000,0 days 01:26:57.562000,0 days 01:27:33.305000,,295.0,291.0,305.0,False,ULTRASOFT,22.0,True,Williams,0 days 01:26:04.076000,2018-03-25 06:32:15.257,1,14.0,False,,False,True
0 days 01:29:02.717000,STR,18,0 days 00:01:29.410000,52.0,3.0,,,0 days 00:00:29.848000,0 days 00:00:23.875000,0 days 00:00:35.687000,0 days 01:28:03.153000,0 days 01:28:27.028000,0 days 01:29:02.715000,271.0,295.0,293.0,299.0,False,ULTRASOFT,23.0,True,Williams,0 days 01:27:33.307000,2018-03-25 06:33:44.488,1,14.0,False,,False,True
0 days 01:30:33.652000,STR,18,0 days 00:01:30.935000,53.0,3.0,,,0 days 00:00:31.776000,0 days 00:00:23.800000,0 days 00:00:35.359000,0 days 01:29:34.491000,0 days 01:29:58.291000,0 days 01:30:33.650000,272.0,293.0,282.0,221.0,False,ULTRASOFT,24.0,True,Williams,0 days 01:29:02.717000,2018-03-25 06:35:13.898,1,14.0,False,,False,True
0 days 01:32:02.623000,STR,18,0 days 00:01:28.971000,54.0,3.0,,,0 days 00:00:29.770000,0 days 00:00:23.842000,0 days 00:00:35.359000,0 days 01:31:03.420000,0 days 01:31:27.262000,0 days 01:32:02.621000,270.0,293.0,281.0,290.0,False,ULTRASOFT,25.0,True,Williams,0 days 01:30:33.652000,2018-03-25 06:36:44.833,1,14.0,False,,False,True
0 days 01:33:31.134000,STR,18,0 days 00:01:28.511000,55.0,3.0,,,0 days 00:00:29.528000,0 days 00:00:23.572000,0 days 00:00:35.411000,0 days 01:32:32.149000,0 days 01:32:55.721000,0 days 01:33:31.132000,275.0,295.0,283.0,292.0,True,ULTRASOFT,26.0,True,Williams,0 days 01:32:02.623000,2018-03-25 06:38:13.804,1,14.0,False,,False,True
0 days 01:34:59.823000,STR,18,0 days 00:01:28.689000,56.0,3.0,,,0 days 00:00:29.369000,0 days 00:00:23.683000,0 days 00:00:35.637000,0 days 01:34:00.501000,0 days 01:34:24.184000,0 days 01:34:59.821000,280.0,296.0,282.0,293.0,False,ULTRASOFT,27.0,True,Williams,0 days 01:33:31.134000,2018-03-25 06:39:42.315,1,14.0,False,,False,True
0 days 01:36:28.461000,STR,18,0 days 00:01:28.638000,57.0,3.0,,,0 days 00:00:29.643000,0 days 00:00:23.697000,0 days 00:00:35.298000,0 days 01:35:29.464000,0 days 01:35:53.161000,0 days 01:36:28.459000,274.0,294.0,282.0,294.0,False,ULTRASOFT,28.0,True,Williams,0 days 01:34:59.823000,2018-03-25 06:41:11.004,1,14.0,False,,False,True
0 days 01:37:59.752000,STR,18,0 days 00:01:31.291000,58.0,3.0,,,0 days 00:00:29.635000,0 days 00:00:24.688000,0 days 00:00:36.968000,0 days 01:36:58.094000,0 days 01:37:22.782000,0 days 01:37:59.750000,272.0,294.0,226.0,293.0,False,ULTRASOFT,29.0,True,Williams,0 days 01:36:28.461000,2018-03-25 06:42:39.642,1,14.0,False,,False,True
0 days 00:08:50.132000,VAN,2,0 days 00:01:41.951000,1.0,,,,,0 days 00:00:24.842000,0 days 00:00:38.046000,,0 days 00:08:12.747000,0 days 00:08:50.509000,264.0,298.0,284.0,218.0,False,nan,,True,McLaren,0 days 00:07:07.988000,2018-03-25 05:13:19.169,,11.0,False,,False,False
0 days 00:10:22.305000,VAN,2,0 days 00:01:32.173000,2.0,1.0,,,0 days 00:00:31.130000,0 days 00:00:24.448000,0 days 00:00:36.595000,0 days 00:09:21.254000,0 days 00:09:45.702000,0 days 00:10:22.297000,266.0,286.0,280.0,271.0,True,ULTRASOFT,1.0,True,McLaren,0 days 00:08:50.132000,2018-03-25 05:15:01.313,,11.0,False,,False,False
0 days 00:11:53.865000,VAN,2,0 days 00:01:31.560000,3.0,1.0,,,0 days 00:00:30.526000,0 days 00:00:24.506000,0 days 00:00:36.528000,0 days 00:10:52.823000,0 days 00:11:17.329000,0 days 00:11:53.857000,270.0,286.0,283.0,284.0,True,ULTRASOFT,2.0,True,McLaren,0 days 00:10:22.305000,2018-03-25 05:16:33.486,,11.0,False,,False,False
0 days 00:13:24.722000,VAN,2,0 days 00:01:30.857000,4.0,1.0,,,0 days 00:00:30.390000,0 days 00:00:24.273000,0 days 00:00:36.194000,0 days 00:12:24.247000,0 days 00:12:48.520000,0 days 00:13:24.714000,269.0,285.0,281.0,288.0,True,ULTRASOFT,3.0,True,McLaren,0 days 00:11:53.865000,2018-03-25 05:18:05.046,,11.0,False,,False,False
0 days 00:14:56.193000,VAN,2,0 days 00:01:31.471000,5.0,1.0,,,0 days 00:00:30.384000,0 days 00:00:24.541000,0 days 00:00:36.546000,0 days 00:13:55.098000,0 days 00:14:19.639000,0 days 00:14:56.185000,268.0,285.0,281.0,280.0,False,ULTRASOFT,4.0,True,McLaren,0 days 00:13:24.722000,2018-03-25 05:19:35.903,21,11.0,False,,False,True
0 days 00:16:28.156000,VAN,2,0 days 00:01:31.963000,6.0,1.0,,,0 days 00:00:30.523000,0 days 00:00:24.631000,0 days 00:00:36.809000,0 days 00:15:26.708000,0 days 00:15:51.339000,0 days 00:16:28.148000,266.0,285.0,281.0,278.0,False,ULTRASOFT,5.0,True,McLaren,0 days 00:14:56.193000,2018-03-25 05:21:07.374,2,11.0,False,,False,True
0 days 00:17:59.758000,VAN,2,0 days 00:01:31.602000,7.0,1.0,,,0 days 00:00:30.486000,0 days 00:00:24.817000,0 days 00:00:36.299000,0 days 00:16:58.634000,0 days 00:17:23.451000,0 days 00:17:59.750000,267.0,282.0,281.0,281.0,False,ULTRASOFT,6.0,True,McLaren,0 days 00:16:28.156000,2018-03-25 05:22:39.337,21,11.0,False,,False,True
0 days 00:19:30.806000,VAN,2,0 days 00:01:31.048000,8.0,1.0,,,0 days 00:00:30.452000,0 days 00:00:24.487000,0 days 00:00:36.109000,0 days 00:18:30.202000,0 days 00:18:54.689000,0 days 00:19:30.798000,268.0,280.0,280.0,280.0,False,ULTRASOFT,7.0,True,McLaren,0 days 00:17:59.758000,2018-03-25 05:24:10.939,1,11.0,False,,False,True
0 days 00:21:01.754000,VAN,2,0 days 00:01:30.948000,9.0,1.0,,,0 days 00:00:30.393000,0 days 00:00:24.392000,0 days 00:00:36.163000,0 days 00:20:01.191000,0 days 00:20:25.583000,0 days 00:21:01.746000,266.0,281.0,280.0,282.0,False,ULTRASOFT,8.0,True,McLaren,0 days 00:19:30.806000,2018-03-25 05:25:41.987,12,11.0,False,,False,True
0 days 00:22:32.345000,VAN,2,0 days 00:01:30.591000,10.0,1.0,,,0 days 00:00:30.251000,0 days 00:00:24.233000,0 days 00:00:36.107000,0 days 00:21:31.997000,0 days 00:21:56.230000,0 days 00:22:32.337000,269.0,283.0,284.0,284.0,True,ULTRASOFT,9.0,True,McLaren,0 days 00:21:01.754000,2018-03-25 05:27:12.935,21,11.0,False,,False,True
0 days 00:24:02.989000,VAN,2,0 days 00:01:30.644000,11.0,1.0,,,0 days 00:00:30.097000,0 days 00:00:24.312000,0 days 00:00:36.235000,0 days 00:23:02.434000,0 days 00:23:26.746000,0 days 00:24:02.981000,267.0,282.0,280.0,286.0,False,ULTRASOFT,10.0,True,McLaren,0 days 00:22:32.345000,2018-03-25 05:28:43.526,1,11.0,False,,False,True
0 days 00:25:33.796000,VAN,2,0 days 00:01:30.807000,12.0,1.0,,,0 days 00:00:30.341000,0 days 00:00:24.421000,0 days 00:00:36.045000,0 days 00:24:33.322000,0 days 00:24:57.743000,0 days 00:25:33.788000,270.0,282.0,281.0,285.0,False,ULTRASOFT,11.0,True,McLaren,0 days 00:24:02.989000,2018-03-25 05:30:14.170,1,11.0,False,,False,True
0 days 00:27:04.302000,VAN,2,0 days 00:01:30.506000,13.0,1.0,,,0 days 00:00:30.108000,0 days 00:00:24.271000,0 days 00:00:36.127000,0 days 00:26:03.896000,0 days 00:26:28.167000,0 days 00:27:04.294000,267.0,283.0,281.0,284.0,True,ULTRASOFT,12.0,True,McLaren,0 days 00:25:33.796000,2018-03-25 05:31:44.977,1,11.0,False,,False,True
0 days 00:28:34.610000,VAN,2,0 days 00:01:30.308000,14.0,1.0,,,0 days 00:00:30.275000,0 days 00:00:24.243000,0 days 00:00:35.790000,0 days 00:27:34.569000,0 days 00:27:58.812000,0 days 00:28:34.602000,269.0,284.0,281.0,280.0,True,ULTRASOFT,13.0,True,McLaren,0 days 00:27:04.302000,2018-03-25 05:33:15.483,1,11.0,False,,False,True
0 days 00:30:05.167000,VAN,2,0 days 00:01:30.557000,15.0,1.0,,,0 days 00:00:30.214000,0 days 00:00:24.356000,0 days 00:00:35.987000,0 days 00:29:04.816000,0 days 00:29:29.172000,0 days 00:30:05.159000,,283.0,279.0,285.0,False,ULTRASOFT,14.0,True,McLaren,0 days 00:28:34.610000,2018-03-25 05:34:45.791,1,11.0,False,,False,True
0 days 00:31:35.230000,VAN,2,0 days 00:01:30.063000,16.0,1.0,,,0 days 00:00:29.993000,0 days 00:00:24.152000,0 days 00:00:35.918000,0 days 00:30:35.152000,0 days 00:30:59.304000,0 days 00:31:35.222000,,283.0,280.0,284.0,True,ULTRASOFT,15.0,True,McLaren,0 days 00:30:05.167000,2018-03-25 05:36:16.348,1,11.0,False,,False,True
0 days 00:33:05.692000,VAN,2,0 days 00:01:30.462000,17.0,1.0,,,0 days 00:00:30.269000,0 days 00:00:24.284000,0 days 00:00:35.909000,0 days 00:32:05.491000,0 days 00:32:29.775000,0 days 00:33:05.684000,268.0,282.0,280.0,278.0,False,ULTRASOFT,16.0,True,McLaren,0 days 00:31:35.230000,2018-03-25 05:37:46.411,1,11.0,False,,False,True
0 days 00:34:35.868000,VAN,2,0 days 00:01:30.176000,18.0,1.0,,,0 days 00:00:30.054000,0 days 00:00:24.162000,0 days 00:00:35.960000,0 days 00:33:35.738000,0 days 00:33:59.900000,0 days 00:34:35.860000,271.0,282.0,280.0,280.0,False,ULTRASOFT,17.0,True,McLaren,0 days 00:33:05.692000,2018-03-25 05:39:16.873,1,11.0,False,,False,True
0 days 00:36:05.790000,VAN,2,0 days 00:01:29.922000,19.0,1.0,,,0 days 00:00:30.048000,0 days 00:00:24.109000,0 days 00:00:35.765000,0 days 00:35:05.908000,0 days 00:35:30.017000,0 days 00:36:05.782000,,283.0,279.0,284.0,True,ULTRASOFT,18.0,True,McLaren,0 days 00:34:35.868000,2018-03-25 05:40:47.049,1,11.0,False,,False,True
0 days 00:37:35.680000,VAN,2,0 days 00:01:29.890000,20.0,1.0,,,0 days 00:00:30.028000,0 days 00:00:24.114000,0 days 00:00:35.748000,0 days 00:36:35.810000,0 days 00:36:59.924000,0 days 00:37:35.672000,267.0,285.0,280.0,278.0,True,ULTRASOFT,19.0,True,McLaren,0 days 00:36:05.790000,2018-03-25 05:42:16.971,1,11.0,False,,False,True
0 days 00:39:06.119000,VAN,2,0 days 00:01:30.439000,21.0,1.0,,,0 days 00:00:30.270000,0 days 00:00:24.175000,0 days 00:00:35.994000,0 days 00:38:05.942000,0 days 00:38:30.117000,0 days 00:39:06.111000,268.0,284.0,279.0,276.0,False,ULTRASOFT,20.0,True,McLaren,0 days 00:37:35.680000,2018-03-25 05:43:46.861,1,10.0,False,,False,True
0 days 00:40:38.062000,VAN,2,0 days 00:01:31.943000,22.0,1.0,,,0 days 00:00:30.007000,0 days 00:00:24.394000,0 days 00:00:37.542000,0 days 00:39:36.118000,0 days 00:40:00.512000,0 days 00:40:38.054000,267.0,282.0,289.0,280.0,False,ULTRASOFT,21.0,True,McLaren,0 days 00:39:06.119000,2018-03-25 05:45:17.300,1,8.0,False,,False,True
0 days 00:42:07.873000,VAN,2,0 days 00:01:29.811000,23.0,1.0,,,0 days 00:00:29.694000,0 days 00:00:24.270000,0 days 00:00:35.847000,0 days 00:41:07.748000,0 days 00:41:32.018000,0 days 00:42:07.865000,269.0,282.0,277.0,292.0,True,ULTRASOFT,22.0,True,McLaren,0 days 00:40:38.062000,2018-03-25 05:46:49.243,12,8.0,False,,False,True
0 days 00:43:38.344000,VAN,2,0 days 00:01:30.471000,24.0,1.0,,,0 days 00:00:30.434000,0 days 00:00:24.317000,0 days 00:00:35.720000,0 days 00:42:38.299000,0 days 00:43:02.616000,0 days 00:43:38.336000,263.0,279.0,277.0,276.0,False,ULTRASOFT,23.0,True,McLaren,0 days 00:42:07.873000,2018-03-25 05:48:19.054,12,6.0,False,,False,True
0 days 00:45:26.360000,VAN,2,0 days 00:01:48.016000,25.0,1.0,,0 days 00:45:08.049000,0 days 00:00:30.049000,0 days 00:00:24.152000,0 days 00:00:53.815000,0 days 00:44:08.385000,0 days 00:44:32.537000,0 days 00:45:26.352000,266.0,283.0,,278.0,False,ULTRASOFT,24.0,True,McLaren,0 days 00:43:38.344000,2018-03-25 05:49:49.525,126,7.0,False,,False,False
0 days 00:47:34.293000,VAN,2,0 days 00:02:07.933000,26.0,2.0,0 days 00:45:29.302000,,0 days 00:00:45.665000,0 days 00:00:33.920000,0 days 00:00:48.348000,0 days 00:46:12.017000,0 days 00:46:45.937000,0 days 00:47:34.285000,179.0,222.0,226.0,228.0,False,SUPERSOFT,1.0,True,McLaren,0 days 00:45:26.360000,2018-03-25 05:51:37.541,6,8.0,False,,False,False
0 days 00:49:39.865000,VAN,2,0 days 00:02:05.572000,27.0,2.0,,,0 days 00:00:42.066000,0 days 00:00:33.039000,0 days 00:00:50.467000,0 days 00:48:16.351000,0 days 00:48:49.390000,0 days 00:49:39.857000,168.0,189.0,189.0,231.0,False,SUPERSOFT,2.0,True,McLaren,0 days 00:47:34.293000,2018-03-25 05:53:45.474,64,8.0,False,,False,False
0 days 00:51:43.206000,VAN,2,0 days 00:02:03.341000,28.0,2.0,,,0 days 00:00:40.441000,0 days 00:00:36,0 days 00:00:46.900000,0 days 00:50:20.298000,0 days 00:50:56.298000,0 days 00:51:43.198000,154.0,239.0,199.0,218.0,False,SUPERSOFT,3.0,True,McLaren,0 days 00:49:39.865000,2018-03-25 05:55:51.046,4,8.0,False,,False,False
0 days 00:53:27.057000,VAN,2,0 days 00:01:43.851000,29.0,2.0,,,0 days 00:00:37.408000,0 days 00:00:27.038000,0 days 00:00:39.405000,0 days 00:52:20.606000,0 days 00:52:47.644000,0 days 00:53:27.049000,202.0,264.0,225.0,245.0,False,SUPERSOFT,4.0,True,McLaren,0 days 00:51:43.206000,2018-03-25 05:57:54.387,4,8.0,False,,False,False
0 days 00:55:23.062000,VAN,2,0 days 00:01:56.005000,30.0,2.0,,,0 days 00:00:33.489000,0 days 00:00:26.582000,0 days 00:00:55.934000,0 days 00:54:00.538000,0 days 00:54:27.120000,0 days 00:55:23.054000,206.0,232.0,175.0,226.0,False,SUPERSOFT,5.0,True,McLaren,0 days 00:53:27.057000,2018-03-25 05:59:38.238,4,8.0,False,,False,False
0 days 00:57:33.187000,VAN,2,0 days 00:02:10.125000,31.0,2.0,,,0 days 00:00:43.456000,0 days 00:00:34.922000,0 days 00:00:51.747000,0 days 00:56:06.510000,0 days 00:56:41.432000,0 days 00:57:33.179000,105.0,197.0,287.0,183.0,False,SUPERSOFT,6.0,True,McLaren,0 days 00:55:23.062000,2018-03-25 06:01:34.243,41,8.0,False,,False,False
0 days 00:59:04.336000,VAN,2,0 days 00:01:31.149000,32.0,2.0,,,0 days 00:00:31.258000,0 days 00:00:24.035000,0 days 00:00:35.856000,0 days 00:58:04.437000,0 days 00:58:28.472000,0 days 00:59:04.328000,270.0,293.0,283.0,295.0,False,SUPERSOFT,7.0,True,McLaren,0 days 00:57:33.187000,2018-03-25 06:03:44.368,1,8.0,False,,False,True
0 days 01:00:33.911000,VAN,2,0 days 00:01:29.575000,33.0,2.0,,,0 days 00:00:30.094000,0 days 00:00:23.957000,0 days 00:00:35.524000,0 days 00:59:34.422000,0 days 00:59:58.379000,0 days 01:00:33.903000,271.0,292.0,282.0,286.0,True,SUPERSOFT,8.0,True,McLaren,0 days 00:59:04.336000,2018-03-25 06:05:15.517,1,8.0,False,,False,True
0 days 01:02:03.373000,VAN,2,0 days 00:01:29.462000,34.0,2.0,,,0 days 00:00:29.963000,0 days 00:00:23.896000,0 days 00:00:35.603000,0 days 01:01:03.866000,0 days 01:01:27.762000,0 days 01:02:03.365000,273.0,290.0,281.0,288.0,True,SUPERSOFT,9.0,True,McLaren,0 days 01:00:33.911000,2018-03-25 06:06:45.092,1,8.0,False,,False,True
0 days 01:03:33.438000,VAN,2,0 days 00:01:30.065000,35.0,2.0,,,0 days 00:00:30.643000,0 days 00:00:23.999000,0 days 00:00:35.423000,0 days 01:02:34.008000,0 days 01:02:58.007000,0 days 01:03:33.430000,,290.0,294.0,287.0,False,SUPERSOFT,10.0,True,McLaren,0 days 01:02:03.373000,2018-03-25 06:08:14.554,1,9.0,False,,False,True
0 days 01:05:01.970000,VAN,2,0 days 00:01:28.532000,36.0,2.0,,,0 days 00:00:29.428000,0 days 00:00:23.752000,0 days 00:00:35.352000,0 days 01:04:02.858000,0 days 01:04:26.610000,0 days 01:05:01.962000,272.0,289.0,281.0,298.0,True,SUPERSOFT,11.0,True,McLaren,0 days 01:03:33.438000,2018-03-25 06:09:44.619,1,9.0,False,,False,True
0 days 01:06:30.818000,VAN,2,0 days 00:01:28.848000,37.0,2.0,,,0 days 00:00:29.771000,0 days 00:00:23.767000,0 days 00:00:35.310000,0 days 01:05:31.733000,0 days 01:05:55.500000,0 days 01:06:30.810000,271.0,283.0,281.0,283.0,False,SUPERSOFT,12.0,True,McLaren,0 days 01:05:01.970000,2018-03-25 06:11:13.151,1,9.0,False,,False,True
0 days 01:07:59.292000,VAN,2,0 days 00:01:28.474000,38.0,2.0,,,0 days 00:00:29.596000,0 days 00:00:23.718000,0 days 00:00:35.160000,0 days 01:07:00.406000,0 days 01:07:24.124000,0 days 01:07:59.284000,270.0,286.0,282.0,285.0,True,SUPERSOFT,13.0,True,McLaren,0 days 01:06:30.818000,2018-03-25 06:12:41.999,1,9.0,False,,False,True
0 days 01:09:27.549000,VAN,2,0 days 00:01:28.257000,39.0,2.0,,,0 days 00:00:29.431000,0 days 00:00:23.774000,0 days 00:00:35.052000,0 days 01:08:28.715000,0 days 01:08:52.489000,0 days 01:09:27.541000,272.0,287.0,280.0,,True,SUPERSOFT,14.0,True,McLaren,0 days 01:07:59.292000,2018-03-25 06:14:10.473,1,9.0,False,,False,True
0 days 01:10:55.904000,VAN,2,0 days 00:01:28.355000,40.0,2.0,,,0 days 00:00:29.492000,0 days 00:00:23.808000,0 days 00:00:35.055000,0 days 01:09:57.033000,0 days 01:10:20.841000,0 days 01:10:55.896000,270.0,286.0,278.0,,False,SUPERSOFT,15.0,True,McLaren,0 days 01:09:27.549000,2018-03-25 06:15:38.730,1,9.0,False,,False,True
0 days 01:12:23.893000,VAN,2,0 days 00:01:27.989000,41.0,2.0,,,0 days 00:00:29.561000,0 days 00:00:23.664000,0 days 00:00:34.764000,0 days 01:11:25.457000,0 days 01:11:49.121000,0 days 01:12:23.885000,273.0,286.0,281.0,282.0,True,SUPERSOFT,16.0,True,McLaren,0 days 01:10:55.904000,2018-03-25 06:17:07.085,1,9.0,False,,False,True
0 days 01:13:51.731000,VAN,2,0 days 00:01:27.838000,42.0,2.0,,,0 days 00:00:29.168000,0 days 00:00:23.665000,0 days 00:00:35.005000,0 days 01:12:53.053000,0 days 01:13:16.718000,0 days 01:13:51.723000,275.0,288.0,281.0,285.0,True,SUPERSOFT,17.0,True,McLaren,0 days 01:12:23.893000,2018-03-25 06:18:35.074,1,9.0,False,,False,True
0 days 01:15:19.845000,VAN,2,0 days 00:01:28.114000,43.0,2.0,,,0 days 00:00:29.386000,0 days 00:00:23.636000,0 days 00:00:35.092000,0 days 01:14:21.109000,0 days 01:14:44.745000,0 days 01:15:19.837000,273.0,288.0,281.0,286.0,False,SUPERSOFT,18.0,True,McLaren,0 days 01:13:51.731000,2018-03-25 06:20:02.912,1,9.0,False,,False,True
0 days 01:16:47.883000,VAN,2,0 days 00:01:28.038000,44.0,2.0,,,0 days 00:00:29.385000,0 days 00:00:23.744000,0 days 00:00:34.909000,0 days 01:15:49.222000,0 days 01:16:12.966000,0 days 01:16:47.875000,272.0,288.0,281.0,283.0,False,SUPERSOFT,19.0,True,McLaren,0 days 01:15:19.845000,2018-03-25 06:21:31.026,1,9.0,False,,False,True
0 days 01:18:16.287000,VAN,2,0 days 00:01:28.404000,45.0,2.0,,,0 days 00:00:29.526000,0 days 00:00:23.872000,0 days 00:00:35.006000,0 days 01:17:17.401000,0 days 01:17:41.273000,0 days 01:18:16.279000,270.0,287.0,281.0,285.0,False,SUPERSOFT,20.0,True,McLaren,0 days 01:16:47.883000,2018-03-25 06:22:59.064,1,9.0,False,,False,True
0 days 01:19:44.175000,VAN,2,0 days 00:01:27.888000,46.0,2.0,,,0 days 00:00:29.341000,0 days 00:00:23.647000,0 days 00:00:34.900000,0 days 01:18:45.620000,0 days 01:19:09.267000,0 days 01:19:44.167000,272.0,290.0,283.0,,False,SUPERSOFT,21.0,True,McLaren,0 days 01:18:16.287000,2018-03-25 06:24:27.468,1,9.0,False,,False,True
0 days 01:21:12.136000,VAN,2,0 days 00:01:27.961000,47.0,2.0,,,0 days 00:00:29.256000,0 days 00:00:23.648000,0 days 00:00:35.057000,0 days 01:20:13.423000,0 days 01:20:37.071000,0 days 01:21:12.128000,274.0,289.0,283.0,,False,SUPERSOFT,22.0,True,McLaren,0 days 01:19:44.175000,2018-03-25 06:25:55.356,1,9.0,False,,False,True
0 days 01:22:39.914000,VAN,2,0 days 00:01:27.778000,48.0,2.0,,,0 days 00:00:29.272000,0 days 00:00:23.686000,0 days 00:00:34.820000,0 days 01:21:41.400000,0 days 01:22:05.086000,0 days 01:22:39.906000,272.0,288.0,284.0,287.0,True,SUPERSOFT,23.0,True,McLaren,0 days 01:21:12.136000,2018-03-25 06:27:23.317,1,9.0,False,,False,True
0 days 01:24:08.134000,VAN,2,0 days 00:01:28.220000,49.0,2.0,,,0 days 00:00:29.154000,0 days 00:00:23.660000,0 days 00:00:35.406000,0 days 01:23:09.060000,0 days 01:23:32.720000,0 days 01:24:08.126000,274.0,289.0,285.0,288.0,False,SUPERSOFT,24.0,True,McLaren,0 days 01:22:39.914000,2018-03-25 06:28:51.095,1,9.0,False,,False,True
0 days 01:25:36.113000,VAN,2,0 days 00:01:27.979000,50.0,2.0,,,0 days 00:00:29.243000,0 days 00:00:23.769000,0 days 00:00:34.967000,0 days 01:24:37.369000,0 days 01:25:01.138000,0 days 01:25:36.105000,273.0,288.0,283.0,290.0,False,SUPERSOFT,25.0,True,McLaren,0 days 01:24:08.134000,2018-03-25 06:30:19.315,1,9.0,False,,False,True
0 days 01:27:04.239000,VAN,2,0 days 00:01:28.126000,51.0,2.0,,,0 days 00:00:29.308000,0 days 00:00:23.727000,0 days 00:00:35.091000,0 days 01:26:05.413000,0 days 01:26:29.140000,0 days 01:27:04.231000,,288.0,281.0,286.0,False,SUPERSOFT,26.0,True,McLaren,0 days 01:25:36.113000,2018-03-25 06:31:47.294,1,9.0,False,,False,True
0 days 01:28:32.349000,VAN,2,0 days 00:01:28.110000,52.0,2.0,,,0 days 00:00:29.312000,0 days 00:00:24.023000,0 days 00:00:34.775000,0 days 01:27:33.543000,0 days 01:27:57.566000,0 days 01:28:32.341000,,287.0,280.0,,False,SUPERSOFT,27.0,True,McLaren,0 days 01:27:04.239000,2018-03-25 06:33:15.420,1,9.0,False,,False,True
0 days 01:30:00.059000,VAN,2,0 days 00:01:27.710000,53.0,2.0,,,0 days 00:00:29.278000,0 days 00:00:23.663000,0 days 00:00:34.769000,0 days 01:29:01.619000,0 days 01:29:25.282000,0 days 01:30:00.051000,274.0,289.0,282.0,,True,SUPERSOFT,28.0,True,McLaren,0 days 01:28:32.349000,2018-03-25 06:34:43.530,1,9.0,False,,False,True
0 days 01:31:27.279000,VAN,2,0 days 00:01:27.220000,54.0,2.0,,,0 days 00:00:29.256000,0 days 00:00:23.455000,0 days 00:00:34.509000,0 days 01:30:29.307000,0 days 01:30:52.762000,0 days 01:31:27.271000,273.0,291.0,282.0,285.0,True,SUPERSOFT,29.0,True,McLaren,0 days 01:30:00.059000,2018-03-25 06:36:11.240,1,9.0,False,,False,True
0 days 01:32:54.660000,VAN,2,0 days 00:01:27.381000,55.0,2.0,,,0 days 00:00:29.015000,0 days 00:00:23.554000,0 days 00:00:34.812000,0 days 01:31:56.286000,0 days 01:32:19.840000,0 days 01:32:54.652000,275.0,290.0,281.0,287.0,False,SUPERSOFT,30.0,True,McLaren,0 days 01:31:27.279000,2018-03-25 06:37:38.460,1,9.0,False,,False,True
0 days 01:34:21.751000,VAN,2,0 days 00:01:27.091000,56.0,2.0,,,0 days 00:00:29.030000,0 days 00:00:23.466000,0 days 00:00:34.595000,0 days 01:33:23.682000,0 days 01:33:47.148000,0 days 01:34:21.743000,273.0,290.0,283.0,288.0,True,SUPERSOFT,31.0,True,McLaren,0 days 01:32:54.660000,2018-03-25 06:39:05.841,1,9.0,False,,False,True
0 days 01:35:48.709000,VAN,2,0 days 00:01:26.958000,57.0,2.0,,,0 days 00:00:28.902000,0 days 00:00:23.563000,0 days 00:00:34.493000,0 days 01:34:50.645000,0 days 01:35:14.208000,0 days 01:35:48.701000,275.0,292.0,281.0,291.0,True,SUPERSOFT,32.0,True,McLaren,0 days 01:34:21.751000,2018-03-25 06:40:32.932,1,9.0,False,,False,True
0 days 01:37:16.385000,VAN,2,0 days 00:01:27.676000,58.0,2.0,,,0 days 00:00:29.007000,0 days 00:00:23.751000,0 days 00:00:34.918000,0 days 01:36:17.708000,0 days 01:36:41.459000,0 days 01:37:16.377000,277.0,293.0,291.0,288.0,False,SUPERSOFT,33.0,True,McLaren,0 days 01:35:48.709000,2018-03-25 06:41:59.890,1,9.0,False,,False,True
0 days 00:08:45.288000,MAG,20,0 days 00:01:37.107000,1.0,,,,,0 days 00:00:24.172000,0 days 00:00:36.683000,,0 days 00:08:09.328000,0 days 00:08:45.471000,274.0,298.0,284.0,251.0,False,nan,,True,Haas F1 Team,0 days 00:07:07.988000,2018-03-25 05:13:19.169,,4.0,False,,False,False
